Id,Label,Target
11527,0,0.000981261138804257
7322,0,0.0006143369828350842
11742,0,2.325588502571918e-05
20928,0,0.011694458313286304
25830,0,0.0032760249450802803
17617,0,0.001478238613344729
12531,0,0.0024736535269767046
6506,0,0.00018685878603719175
25058,0,0.001208257395774126
9608,1,0.1473814994096756
19855,0,0.0004298402345739305
14613,0,0.005233560688793659
8366,0,0.00016032002167776227
9525,0,0.00014930215547792614
23178,0,8.640047599328682e-05
21658,0,0.005123639013618231
6848,0,0.006868197117000818
18501,0,0.0128414835780859
21134,0,0.00012906076153740287
26886,0,0.028488578274846077
11946,0,0.0001770320232026279
22666,0,0.00018107124196831137
18439,0,0.019605157896876335
14909,0,0.00034731384948827326
8043,1,0.4083949029445648
14579,0,7.559054938610643e-05
304,0,5.32669982931111e-05
26693,0,0.0025390463415533304
6193,0,0.002403369639068842
10254,0,9.059465082827955e-05
7765,0,5.66478593100328e-05
3920,0,0.0045721884816884995
21085,0,0.0009877542033791542
25454,0,0.017511198297142982
9042,0,0.0009381044656038284
7077,0,0.0001092700258595869
5952,0,0.000560908520128578
16723,0,0.0005150007782503963
17836,0,0.0007846398511901498
6075,0,0.0012500457232818007
11326,0,0.00149527657777071
24764,0,0.0004509938880801201
19494,0,0.0005609732470475137
15340,0,0.0033304968383163214
8728,0,0.0005176130216568708
20641,0,0.0033032104838639498
1139,0,0.004958225414156914
23466,0,0.0034925597719848156
468,0,0.000385143153835088
18692,0,0.012661432847380638
19110,0,0.0014298176392912865
20062,1,0.017882080748677254
21718,0,0.0034332487266510725
617,0,0.0005709382239729166
1310,1,0.9969719648361206
27275,0,0.0037922444753348827
22106,0,0.00013628379383590072
12969,0,4.147323488723487e-05
5300,0,0.001458815997466445
5905,0,0.0013781203888356686
3251,0,0.0004128138243686408
6739,0,0.0002388379944022745
18914,0,6.204972305567935e-05
26349,0,8.555983367841691e-05
26743,0,0.0002832442696671933
22124,0,0.00035201048012822866
17267,0,9.11481911316514e-05
8758,0,2.8988270059926435e-05
15541,0,2.6554102078080177e-05
7264,0,2.2416317733586766e-05
27290,0,0.0002635735727380961
14521,0,0.00014580445713363588
15402,0,0.004673404153436422
2829,0,0.0018764784326776862
22522,0,0.0023716571740806103
12710,0,2.9420785722322762e-05
20548,0,2.6399122361908667e-05
289,0,8.965847518993542e-05
9313,0,7.624099816894159e-05
2656,0,0.00018604419892653823
3478,0,0.006716127507388592
8699,0,0.0018576300935819745
22369,0,6.367708556354046e-05
2657,0,0.000510584854055196
5518,0,0.0008225340861827135
15705,0,0.0016309027560055256
17913,0,0.001167398877441883
3526,0,0.0005183303728699684
10027,0,0.00014699996972922236
1876,0,0.00029428605921566486
23910,1,0.0615672804415226
15361,0,0.002079544123262167
7638,0,0.004968313965946436
12947,0,0.000789726385846734
9234,0,0.0001919981586979702
10782,0,7.462408393621445e-05
20552,0,0.0011810366995632648
7831,0,0.000912805029656738
11501,0,0.00025302989524789155
14880,0,0.0007453680736944079
18411,1,0.07794584333896637
2596,0,0.00023535609943792224
20394,0,0.0003792148199863732
4797,0,0.0023214933462440968
4488,0,2.5651354008005e-05
19375,0,0.00017813638260122389
377,0,0.0002629781956784427
357,0,0.0005111076170578599
24402,1,0.32706212997436523
19947,0,0.0038642813451588154
25871,0,0.0017429388826712966
8724,0,7.605872815474868e-05
10323,0,0.0007734741666354239
24841,0,0.0015160454204306006
16621,0,0.0009231889271177351
5537,0,1.2007805707980879e-05
24306,0,0.0007540915976278484
600,0,0.00218883971683681
2087,0,0.0006820220733061433
9057,0,0.009495426900684834
25221,0,0.0005750854033976793
7504,1,0.08924832940101624
16858,0,0.00037051053368486464
12412,0,0.0002449842286296189
13308,0,0.0001705755275906995
19632,0,0.0001809590612538159
5809,0,0.07201652973890305
10384,0,1.5084573533385992e-05
15065,0,0.0007095510372892022
4352,0,0.00024833306088112295
7144,0,0.0008578761480748653
6064,0,0.00036373306647874415
12591,0,0.0005528361070901155
20638,0,0.00019131343287881464
12281,0,0.00014430182636715472
27427,0,0.00021391629707068205
8805,0,0.0008963869768194854
24910,0,4.534599065664224e-05
27206,0,0.0023165142629295588
27571,0,1.6123456589411944e-05
6056,0,0.00012882678129244596
18750,0,0.004217581823468208
24333,0,0.00047612382331863046
16613,0,0.00025298623950220644
19768,0,3.7664955016225576e-05
23066,0,0.0010277976980432868
25744,0,0.010668241418898106
9448,0,0.00016480011981911957
5385,1,0.023744016885757446
21051,0,0.001990766730159521
4318,0,6.437709816964343e-05
2652,0,0.0012320652604103088
6017,0,0.000565187307074666
12642,0,0.043903835117816925
14007,0,0.00043880307930521667
23424,0,0.0007429979741573334
16631,0,0.0011163546005263925
22926,0,1.126036931964336e-05
6473,0,0.011226999573409557
18114,0,0.0030740397050976753
113,0,0.00028284217114560306
12369,0,0.00014126836322247982
472,0,0.00015596732555422932
16746,0,0.00014396660844795406
12749,0,0.000274333287961781
20625,0,0.000127082530525513
16151,0,0.00021525111515074968
5866,0,0.0004955048207193613
16764,0,0.0001616309891687706
26889,1,0.2662093937397003
10119,0,0.00014517130330204964
14297,0,0.0003637550980783999
848,0,4.3176136387046427e-05
5049,0,0.005530935246497393
4571,0,0.00444081099703908
25214,0,0.0004032786819152534
14040,0,0.0006518063019029796
26885,0,4.918393460684456e-05
3773,0,0.0045744264498353004
20742,0,7.421206100843847e-05
22761,1,0.03873142972588539
27765,0,0.0033870649058371782
26849,0,1.2905686162412167e-05
14614,0,0.0026095183566212654
15750,0,0.00010584195842966437
135,0,0.000466526864329353
17628,0,0.00011984687444055453
23903,0,0.003400197485461831
18593,0,0.00023963407147675753
19527,0,0.005355893634259701
11812,0,5.3371844842331484e-05
21238,0,0.0008754314039833844
23595,1,0.17935578525066376
2584,0,0.00017657702846918255
27316,1,0.03708347678184509
17521,1,0.014577112160623074
10279,0,0.0026131595950573683
8790,0,2.2654348867945373e-05
18836,0,0.0003809699846897274
3039,0,0.0005769390845671296
